Accession	Gene	Peptide count	Unique peptides	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	Highest mean condition	Lowest mean condition	Description	F2613	F6281	F7511	F5541	F5618	F7647	Correlation
P50402	EMD	2	2	11.3631	0.300220361	1.336425139	1	1	Controles	Pacientes	Emerin OS=Homo sapiens OX=9606 GN=EMD PE=1 SV=1	501.9059636	441.3955069	735.3147183	567.9768595	648.132818	1027.235196	-0.719337519
Q9UBS4	DNAJB11	5	3	29.4614	0.300841182	1.353728524	2;3	2	Controles	Pacientes	DnaJ homolog subfamily B member 11 OS=Homo sapiens OX=9606 GN=DNAJB11 PE=1 SV=1	849.4346786	1581.462144	2403.210131	2068.281426	1854.097041	2621.690005	-0.673769644
P24844	MYL9	9	3	67.6859	0.301408734	1.254539735	1;2;3	3	Pacientes	Controles	Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4	2030.302671	3049.006744	1806.626836	1907.841112	1587.011945	1993.961731	0.069170267
Q13907	IDI1	6	3	44.6327	0.301936219	1.529789415	1;2;3	3	Controles	Pacientes	Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens OX=9606 GN=IDI1 PE=1 SV=2	2355.377745	1279.494752	2028.508865	3427.23216	3671.180315	1565.368387	0.082491619
Q92541	RTF1	7	5	37.3848	0.302115299	1.084802498	2	1	Controles	Pacientes	RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens OX=9606 GN=RTF1 PE=1 SV=4	2802.453787	3353.331309	3172.290066	3563.06518	3081.337619	3474.716436	-0.744182919
P37802	TAGLN2	6	3	42.9559	0.302393936	1.22270628	3	1	Controles	Pacientes	Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3	6546.658047	3303.039201	4732.794642	5510.687272	6264.654974	6054.762163	-0.154634966
O75439	PMPCB	6	3	35.4047	0.302416229	1.397009419	1;2;3	3	Pacientes	Controles	Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2	1901.22099	848.9167947	1227.901962	959.5021907	1032.742221	855.2952623	0.699499774
Q8IX01	SUGP2	3	1	18.876	0.302578252	1.571214274	1	1	Controles	Pacientes	SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=2	105.5640666	276.9490673	999.2782427	923.3708689	454.0279861	793.6914802	-0.420168216
P02787	TF	23	17	156.6299	0.303167178	1.329743671	1;2	2	Pacientes	Controles	Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3	3851.834767	5745.611729	2909.275728	3652.968641	2779.395298	2972.999286	0.231387759
Q15084	PDIA6	27	25	270.5004	0.303494711	1.384397377	1;2;3	3	Pacientes	Controles	Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1	82285.82712	77358.82705	46092.36498	31047.45565	51041.45141	66522.33892	0.185619038
P14625	HSP90B1	85	61	710.2061	0.303989367	1.319399121	1;2;3	3	Controles	Pacientes	Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	123070.6111	59573.18953	48525.76514	88597.8288	94767.55735	121639.5357	-0.373177951
Q9H0U4;Q92928;Q9H082;P61018;Q6IQ22	RAB1B	13	3	104.3994	0.304289389	1.128703919	1;2;3	3	Pacientes	Controles	Ras-related protein Rab-1B OS=Homo sapiens OX=9606 GN=RAB1B PE=1 SV=1	12539.34899	11824.2028	12364.6132	11910.20527	8581.155166	12048.76315	0.104001748
O43790;Q14533;A6NCN2;P78385;P78386	KRT86	4	4	31.7526	0.304625442	3.687148642	1;2	2	Pacientes	Controles	Keratin_ type II cuticular Hb6 OS=Homo sapiens OX=9606 GN=KRT86 PE=1 SV=1	644.7982501	5293.745874	713.8820821	559.9838989	699.8687452	544.367053	0.143998604
P18754	RCC1	4	2	39.1656	0.305426373	1.477650928	1;2	2	Pacientes	Controles	Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1	3757.471053	3312.678336	1559.89569	1904.609646	1999.036896	1936.734917	0.455213547
P35637	FUS	11	7	104.7239	0.305664542	1.490668157	1;2;3	3	Controles	Pacientes	RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1	6782.630288	2561.67273	11235.24375	12940.8795	7483.457574	10252.93798	-0.321377818
O75153	CLUH	5	4	31.3896	0.306134204	1.832603163	2	1	Pacientes	Controles	Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2	5217.114167	18216.57953	15219.43172	8387.215178	4649.59482	8055.113334	0.174906524
P13645;Q2M2I5;O76013;O76015	KRT10	41	31	347.014	0.306382464	2.275604498	1;2;3	3	Pacientes	Controles	Keratin_ type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6	59779.58558	54357.06531	12058.95293	20252.60471	19454.06404	15749.19096	0.500524191
P18621	RPL17	9	6	92.0305	0.308042419	1.29597142	1;3	2	Controles	Pacientes	60S ribosomal protein L17 OS=Homo sapiens OX=9606 GN=RPL17 PE=1 SV=3	6228.486447	3453.877284	8896.613456	8234.096266	8647.396089	7196.331095	-0.100253135
Q9Y3U8	RPL36	5	3	53.2667	0.308289817	1.318352727	2;3	2	Controles	Pacientes	60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3	8241.857328	8943.304901	10320.61049	14853.13215	7859.665514	13549.51281	-0.687807492
Q8NA23	WDR31	2	2	16.3056	0.30904769	3.598357135	3	1	Pacientes	Controles	WD repeat-containing protein 31 OS=Homo sapiens OX=9606 GN=WDR31 PE=2 SV=1	7090.847859	8866.183001	797.7023429	896.1304614	1229.232683	2530.854283	0.329849105
Q14527	HLTF	1	1	5.6813	0.309450062	1.400709485	1	1	Controles	Pacientes	Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2	93.54741481	180.349318	606.3034123	430.2706599	390.951417	411.6826149	-0.277056869
Q14204	DYNC1H1	190	165	1474.5141	0.30998416	1.494493062	1;2;3	3	Pacientes	Controles	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5	25623.55857	42855.22969	16776.52173	18018.22321	15762.92029	23265.16347	0.08371651
Q15008	PSMD6	20	18	146.2453	0.310404058	1.48492609	1;2;3	3	Pacientes	Controles	26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1	10646.16717	12484.34644	5155.318786	5356.436425	5953.899958	7738.310269	0.213253233
Q9NZI8	IGF2BP1	30	23	300.3338	0.311026876	1.323740191	1;2;3	3	Controles	Pacientes	Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens OX=9606 GN=IGF2BP1 PE=1 SV=2	10122.12204	19050.71023	20709.29719	27910.38101	17285.44456	20835.15401	-0.527007524
Q9UHB6	LIMA1	11	9	72.328	0.311531326	1.396474533	1;2	2	Controles	Pacientes	LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1	4420.596718	1183.687532	1828.542659	3153.72237	4357.750009	2868.281107	0.055738445
O15355	PPM1G	5	4	31.1808	0.311636257	1.544170318	1;3	2	Pacientes	Controles	Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1	5505.006459	5102.2472	2144.229325	2980.775163	2426.072315	2850.974109	0.394213922
Q86XZ4	SPATS2	1	1	5.9442	0.313307875	1.40255272	1	1	Controles	Pacientes	Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens OX=9606 GN=SPATS2 PE=1 SV=1	106.0920494	248.3636604	970.0286817	628.5395584	619.8035458	609.316082	-0.232515483
Q7Z4V5	HDGFL2	11	8	69.0247	0.313387004	1.145981348	1	1	Pacientes	Controles	Hepatoma-derived growth factor-related protein 2 OS=Homo sapiens OX=9606 GN=HDGFL2 PE=1 SV=1	4386.775149	5022.774621	6346.4416	4523.363241	4617.979276	4607.564821	0.347300627
P04921	GYPC	1	1	7.5901	0.314946952	1.748729598	1	1	Controles	Pacientes	Glycophorin-C OS=Homo sapiens OX=9606 GN=GYPC PE=1 SV=1	176.2409396	481.1521137	1584.500427	787.9934396	893.705806	2238.76624	-0.685672927
P48723	HSPA13	2	2	19.3103	0.315203961	1.346766355	3	1	Controles	Pacientes	Heat shock 70 kDa protein 13 OS=Homo sapiens OX=9606 GN=HSPA13 PE=1 SV=1	1768.056927	1271.845548	1155.003776	2201.409405	1206.280594	2241.868603	-0.639795089
Q8N752	CSNK1A1L	1	1	4.205	0.316146079	1.654479995	3	1	Controles	Pacientes	Casein kinase I isoform alpha-like OS=Homo sapiens OX=9606 GN=CSNK1A1L PE=2 SV=2	29.9714716	307.3540026	0	308.263432	61.3481028	188.486714	-0.498192188
Q8N0Y7	PGAM4	6	1	72.5789	0.316148748	1.244352703	2;3	2	Controles	Pacientes	Probable phosphoglycerate mutase 4 OS=Homo sapiens OX=9606 GN=PGAM4 PE=3 SV=1	5725.537481	3729.516277	7850.427693	7633.453568	7673.522088	6227.146974	-0.054181452
Q9BTE6	AARSD1	7	5	36.6999	0.316546272	1.178005245	1;2	2	Controles	Pacientes	Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens OX=9606 GN=AARSD1 PE=1 SV=2	2343.970674	2652.545149	3881.50649	3819.949163	3479.884464	3158.523223	-0.227717919
Q9UBB4	ATXN10	8	6	59.084	0.316701206	1.351257903	1;2;3	3	Controles	Pacientes	Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1	2834.05097	3243.643879	5027.367256	5398.7997	6294.226345	3312.776888	-0.004303179
P12111	COL6A3	36	25	254.5664	0.316948794	1.300874421	1;2;3	3	Controles	Pacientes	Collagen alpha-3(VI) chain OS=Homo sapiens OX=9606 GN=COL6A3 PE=1 SV=5	4776.519616	6093.074423	4585.119424	5329.862869	9365.305828	5409.472736	-0.127203115
Q9UQ16	DNM3	4	2	24.0056	0.317177618	1.550277617	3	1	Controles	Pacientes	Dynamin-3 OS=Homo sapiens OX=9606 GN=DNM3 PE=1 SV=4	4139.306459	2819.192742	4316.088514	8010.979726	6476.05962	2991.701634	0.019341662
Q15185	PTGES3	4	2	35.4773	0.31749807	1.634715525	3	1	Pacientes	Controles	Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1	15262.87143	5965.970885	5846.353387	5917.813009	6836.822906	3807.998559	0.683629048
P06733	ENO1	64	54	515.6073	0.317702778	1.200380401	1;2;3	3	Pacientes	Controles	Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	234618.7719	206753.8128	157098.8385	143998.3502	202073.7311	152496.0583	0.602198955
Q9Y5B9	SUPT16H	27	22	187.722	0.317880288	1.329146856	1;2;3	3	Controles	Pacientes	FACT complex subunit SPT16 OS=Homo sapiens OX=9606 GN=SUPT16H PE=1 SV=1	3932.826111	7760.915921	6435.772941	8772.811127	5659.749864	9664.226836	-0.846119396
Q9BY32	ITPA	2	2	13.9168	0.318072397	1.331017611	2	1	Pacientes	Controles	Inosine triphosphate pyrophosphatase OS=Homo sapiens OX=9606 GN=ITPA PE=1 SV=2	1460.49868	888.5577253	941.5013488	557.6594602	1195.891441	718.6611321	0.674219534
Q13200	PSMD2	34	30	312.0114	0.318163245	1.300078781	1;2;3	3	Pacientes	Controles	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3	21390.68905	19966.54682	11481.76778	12683.19766	13870.98741	14088.73936	0.387586842
P48444	ARCN1	23	20	157.2074	0.318615501	1.188926767	1;2;3	3	Pacientes	Controles	Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1	16751.52484	16456.00887	11642.16346	11600.9893	14844.36195	11277.49125	0.579054331
P49917	LIG4	3	1	12.2609	0.319014792	1.549672459	2	1	Controles	Pacientes	DNA ligase 4 OS=Homo sapiens OX=9606 GN=LIG4 PE=1 SV=2	810.7388305	106.390163	732.9546467	735.9007636	901.1585783	920.0298308	-0.255202106
P06400	RB1	4	3	20.971	0.319030701	1.236669072	2	1	Pacientes	Controles	Retinoblastoma-associated protein OS=Homo sapiens OX=9606 GN=RB1 PE=1 SV=2	6955.129482	6800.809969	4208.633799	4936.110679	4658.458004	4932.012164	0.357724625
Q16720;O60293	ATP2B3	5	1	36.6642	0.319136865	1.190527291	2	1	Controles	Pacientes	Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2B3 PE=1 SV=3	298.9507601	537.7149952	358.3130121	482.3394028	504.8277733	435.4876585	-0.447690047
Q16836	HADH	4	4	26.8701	0.320999437	1.135898735	3	1	Pacientes	Controles	Hydroxyacyl-coenzyme A dehydrogenase_ mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=3	4437.81383	3920.569363	3548.033579	2943.544979	4128.654607	3409.73547	0.577653429
Q9NZU5	LMCD1	2	1	15.4288	0.321172699	1.187117173	1	1	Pacientes	Controles	LIM and cysteine-rich domains protein 1 OS=Homo sapiens OX=9606 GN=LMCD1 PE=1 SV=1	2129.452754	2786.428731	3110.317606	2689.754768	1927.122877	2144.206495	0.290664184
P52788	SMS	5	4	38.8888	0.321214434	1.214156914	2;3	2	Pacientes	Controles	Spermine synthase OS=Homo sapiens OX=9606 GN=SMS PE=1 SV=2	4681.928766	3936.70925	5492.730503	5200.028219	3192.863361	3229.468229	0.552819729
Q9C0B1	FTO	1	1	5.9083	0.322486356	1.97168992	3	1	Pacientes	Controles	Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens OX=9606 GN=FTO PE=1 SV=3	1337.66305	2989.679344	667.4268931	604.6383609	904.1167791	1024.487656	0.157830952
P29279	CTGF	5	3	34.7544	0.323385942	1.210042496	2	1	Controles	Pacientes	Connective tissue growth factor OS=Homo sapiens OX=9606 GN=CTGF PE=1 SV=2	3385.980926	2282.310747	3090.02942	3171.653044	4410.396427	3015.891246	0.067617041
P18206;Q6NXR4	VCL	91	80	719.6041	0.323451113	1.951092946	1;2;3	3	Pacientes	Controles	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	70666.57848	74383.92095	18954.56073	27585.62966	28980.07911	27492.337	0.422589806
Q8TAT6	NPLOC4	3	2	14.3716	0.323770811	1.512422069	2	1	Pacientes	Controles	Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3	1736.259218	1268.178358	641.6163908	904.8847763	733.2316627	772.6219659	0.485007928
Q13151	HNRNPA0	3	2	25.4798	0.324505134	1.496594274	1;3	2	Controles	Pacientes	Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1	5446.680081	4279.31461	16028.27618	13471.17963	7791.54401	17280.97067	-0.554651429
P20042	EIF2S2	12	11	103.6391	0.324828397	1.084521042	1;2;3	3	Controles	Pacientes	Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2	5740.645418	5938.620548	7180.266537	6707.733237	6524.477847	7221.34875	-0.567412885
Q9BXS5	AP1M1	7	6	46.4882	0.325152904	1.296665193	2;3	2	Pacientes	Controles	AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3	3529.34744	6261.109809	3479.317734	3501.795692	3128.217738	3603.757824	0.084938185
P81605	DCD	1	1	6.0887	0.325723411	2.473736487	1	1	Pacientes	Controles	Dermcidin OS=Homo sapiens OX=9606 GN=DCD PE=1 SV=2	5021.952647	7416.944751	1127.360445	1967.091117	1454.475324	2062.549557	0.304805572
Q9UIJ7	AK3	6	3	50.4809	0.326781171	1.321679295	2	1	Pacientes	Controles	GTP:AMP phosphotransferase AK3_ mitochondrial OS=Homo sapiens OX=9606 GN=AK3 PE=1 SV=4	2386.683505	1434.067963	1316.466328	1572.42326	1351.982354	962.4811796	0.712190099
P15586	GNS	11	10	66.0754	0.327195284	1.371117141	1;2;3	3	Pacientes	Controles	N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3	14435.88451	7763.12723	6967.345467	6918.313674	6232.02729	8121.625033	0.422613103
Q9UNS2	COPS3	3	1	20.2301	0.327765707	1.141248777	1	1	Pacientes	Controles	COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3	2443.284202	2414.453557	1906.920145	1795.21586	1789.903407	2342.298175	0.004306468
Q15459	SF3A1	29	21	193.0805	0.327919881	1.369315375	1;2;3	3	Pacientes	Controles	Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1	10699.25576	12045.99632	5875.66187	6836.224069	5517.143238	8548.255844	0.132135718
Q08J23	NSUN2	7	4	54.1491	0.328558671	1.126324809	2	1	Pacientes	Controles	tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2	1859.284873	1851.218408	1563.143007	1341.175993	1861.988243	1479.007589	0.553034773
Q9NX14	NDUFB11	2	2	13.1411	0.329025197	1.617587068	1	1	Controles	Pacientes	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11_ mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1	0	77.41656929	599.2489765	554.0156304	132.8410159	407.7087896	-0.337876879
P22102	GART	40	28	259.6834	0.329684163	1.273982533	1;2;3	3	Pacientes	Controles	Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1	46067.08938	29915.88723	53313.54061	36244.45436	27281.59589	37963.97327	0.402636227
Q9H3K6	BOLA2	2	1	12.0628	0.329717603	1.295285751	1	1	Controles	Pacientes	BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1	1536.103406	924.7308138	689.4455106	1318.303994	1073.331757	1688.876697	-0.523021822
Q96CS3	FAF2	2	2	18.9941	0.330016699	1.296253348	3	1	Controles	Pacientes	FAS-associated factor 2 OS=Homo sapiens OX=9606 GN=FAF2 PE=1 SV=2	173.7613677	50.82171366	1937.178908	1167.825542	509.0934051	1125.272268	-0.188699799
P09429;B2RPK0	HMGB1	13	5	120.0782	0.330062296	1.347234233	1;2;3	3	Pacientes	Controles	High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3	79524.0068	85212.76251	43080.34155	44151.86641	62013.49022	48089.26799	0.445005617
P49257	LMAN1	4	4	52.3762	0.330559498	1.244166381	2	1	Controles	Pacientes	Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2	1974.609823	3377.416084	4547.13377	3939.790234	3947.057531	4429.353905	-0.560535125
P35232	PHB	9	6	77.3204	0.330745098	1.412817185	2;3	2	Controles	Pacientes	Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1	3096.719806	4706.788166	10396.84236	10400.08463	5754.583004	9559.100095	-0.496957458
P49721	PSMB2	7	5	43.6786	0.331310437	1.224550695	2;3	2	Pacientes	Controles	Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1	3068.412804	3178.487194	2144.162977	2057.062691	2940.739036	1854.558908	0.614972521
P49756	RBM25	1	1	10.4916	0.331572895	1.288433962	1	1	Controles	Pacientes	RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3	1587.298557	590.8044285	662.3672682	1057.8522	1301.222614	1300.683529	-0.132683928
Q9BRA2	TXNDC17	1	1	7.2883	0.332570141	1.543457535	2	1	Controles	Pacientes	Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1	1760.173615	1265.10922	1037.547075	2374.24318	1056.903554	2839.658703	-0.749755785
Q9BXT5	TEX15	12	6	80.0022	0.33300666	1.19132864	1;2	2	Pacientes	Controles	Testis-expressed protein 15 OS=Homo sapiens OX=9606 GN=TEX15 PE=1 SV=2	1788.55499	2273.550632	2613.300111	2217.598246	1489.808534	1895.921728	0.201995646
P63162;P14678	SNRPN	5	4	42.3687	0.333381191	3.049543407	3	1	Pacientes	Controles	Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1	66767.38952	50004.09992	7315.285633	11334.13456	16242.66211	13113.48332	0.515681417
Q14532	KRT32	4	1	25.1306	0.333462875	1.449398425	1	1	Pacientes	Controles	Keratin_ type I cuticular Ha2 OS=Homo sapiens OX=9606 GN=KRT32 PE=2 SV=3	2634.853938	5733.249982	2522.654435	2344.477956	2734.165395	2435.341876	0.169587946
P56537	EIF6	6	6	36.1103	0.333809145	1.080967069	2	1	Pacientes	Controles	Eukaryotic translation initiation factor 6 OS=Homo sapiens OX=9606 GN=EIF6 PE=1 SV=1	5329.283856	4250.764446	4726.298453	4414.834308	4531.878448	4288.053743	0.711060975
P83881	RPL36A	4	2	28.4597	0.333907853	1.384737883	1	1	Pacientes	Controles	60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2	2196.403391	4694.874304	3441.241609	3167.774223	1753.654753	2540.285933	0.111491808
P20338	RAB4A	3	1	26.0091	0.333994668	1.331200579	2;3	2	Pacientes	Controles	Ras-related protein Rab-4A OS=Homo sapiens OX=9606 GN=RAB4A PE=1 SV=3	907.5038062	1443.827248	984.1434606	522.3658014	1339.456417	643.7915606	0.438835392
P13073	COX4I1	2	1	12.6981	0.334494091	1.400156862	2	1	Controles	Pacientes	Cytochrome c oxidase subunit 4 isoform 1_ mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1	695.7100165	1302.568227	1675.330163	2058.989377	1102.679204	1981.95944	-0.69615647
P10768	ESD	11	7	86.5453	0.335466172	1.139758377	2;3	2	Controles	Pacientes	S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2	8402.316667	9206.120451	11472.69218	10327.41199	12844.02541	9974.023337	-0.105791705
Q07020	RPL18	14	11	100.2805	0.336184709	1.37072263	2;3	2	Controles	Pacientes	60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2	21720.99228	40603.14402	44484.84037	61261.40541	32104.96733	53039.10865	-0.669679962
O43670	ZNF207	5	4	31.4875	0.337046474	1.362128631	2	1	Pacientes	Controles	BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1	4101.755303	3797.18343	1959.998384	2206.317812	2635.03383	2396.538298	0.437008308
P28072	PSMB6	5	5	31.5748	0.337417824	1.287868096	2	1	Pacientes	Controles	Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4	5354.308244	4050.242885	2939.008406	2883.958569	4128.425305	2572.106627	0.677656744
Q9UHP3	USP25	2	1	12.1211	0.338208816	1.490502598	1	1	Controles	Pacientes	Ubiquitin carboxyl-terminal hydrolase 25 OS=Homo sapiens OX=9606 GN=USP25 PE=1 SV=4	121.9863101	249.7255172	29.3672889	147.0758457	201.5469439	249.1866753	-0.637594715
Q8N5M1	ATPAF2	1	1	6.8914	0.338222981	1.619503969	1	1	Pacientes	Controles	ATP synthase mitochondrial F1 complex assembly factor 2 OS=Homo sapiens OX=9606 GN=ATPAF2 PE=1 SV=1	1717.435769	545.5100173	1062.006129	722.6747362	846.3108808	484.08247	0.761413706
Q9Y3B4	SF3B6	1	1	5.9476	0.339012334	1.379611574	3	1	Pacientes	Controles	Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1	6270.316641	11639.91984	5631.442446	5575.380917	4418.670952	7069.938737	-0.025273802
Q04837	SSBP1	5	5	51.4713	0.339375911	1.376581235	1;3	2	Pacientes	Controles	Single-stranded DNA-binding protein_ mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1	13199.54699	6750.229356	6226.570878	6186.202039	6767.742766	6061.531044	0.577301338
P63241;Q6IS14;Q9GZV4	EIF5A	8	6	67.3411	0.340605789	1.319065263	2;3	2	Controles	Pacientes	Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2	10234.71768	4487.082865	4214.775993	10040.9034	6226.148473	8711.528447	-0.256397514
P55265	ADAR	15	11	94.9486	0.341014567	1.121761314	1;2	2	Pacientes	Controles	Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4	4258.798891	5235.347759	3790.712358	4176.4357	3789.74497	3876.676489	0.199316628
Q8WUW1	BRK1	1	1	5.3373	0.34114633	1.880457274	3	1	Controles	Pacientes	Protein BRICK1 OS=Homo sapiens OX=9606 GN=BRK1 PE=1 SV=1	1085.653544	769.6779983	13358.8826	13027.8526	13440.487	2141.34005	0.089940179
Q9BXW7	HDHD5	1	1	5.4506	0.341296077	1.534016036	1	1	Controles	Pacientes	Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Homo sapiens OX=9606 GN=HDHD5 PE=1 SV=1	816.9108075	198.3661347	162.0951923	469.3670773	954.1996628	382.5409945	0.138391186
P26368	U2AF2	6	5	74.0789	0.341970815	1.314228769	3	1	Pacientes	Controles	Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4	8843.121329	17145.95051	11077.46114	9625.422004	7292.20388	11286.39297	-0.045681675
P36405	ARL3	3	1	25.0664	0.34398235	1.354932545	2;3	2	Pacientes	Controles	ADP-ribosylation factor-like protein 3 OS=Homo sapiens OX=9606 GN=ARL3 PE=1 SV=2	22097.01269	19820.02154	10418.82329	13019.60067	13603.03599	12003.53531	0.480990115
P12109	COL6A1	3	2	13.7244	0.344135244	1.348396082	2	1	Controles	Pacientes	Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3	279.7503522	487.9171348	803.2311545	851.577145	510.8104191	755.8060094	-0.526058366
P46926	GNPDA1	5	1	33.1512	0.344278839	5.22216373	2;3	2	Pacientes	Controles	Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens OX=9606 GN=GNPDA1 PE=1 SV=1	15214.08784	19454.38233	763.0703601	1595.502632	783.5747804	4405.761663	0.333664209
Q9BRJ6	C7orf50	5	3	48.7908	0.344686519	1.281740196	1	1	Controles	Pacientes	Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1	676.5890272	734.9457539	1599.704892	1315.021994	1034.854642	1509.750293	-0.483398841
P52597	HNRNPF	14	10	122.6764	0.344735196	1.399435331	1;2;3	3	Controles	Pacientes	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3	7902.367426	3579.938458	22393.20959	20547.42336	13829.44174	13029.72812	-0.099242124
Q06210	GFPT1	21	13	130.3265	0.344747879	1.762473564	1;2;3	3	Pacientes	Controles	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens OX=9606 GN=GFPT1 PE=1 SV=3	60313.53383	60063.66987	18125.67214	21827.75066	31883.39249	24873.22749	0.450958387
P26992	CNTFR	3	3	17.0325	0.345456824	1.187648649	2	1	Controles	Pacientes	Ciliary neurotrophic factor receptor subunit alpha OS=Homo sapiens OX=9606 GN=CNTFR PE=1 SV=2	1267.863664	2135.692801	1160.128236	1774.775457	1694.110358	1951.168153	-0.659491807
